location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Hong Kong,2021-06-06,30-39,28.15,20.29,0.0
Hong Kong,2021-06-06,40-49,34.39,25.25,0.0
Hong Kong,2021-06-06,50-59,27.74,20.14,0.0
Hong Kong,2021-06-06,60-69,20.2,16.03,0.0
Hong Kong,2021-06-06,70-79,12.94,10.7,0.0
Hong Kong,2021-06-06,80+,4.24,3.56,0.0
Hong Kong,2021-06-07,0-19,2.24,1.1,0.0
Hong Kong,2021-06-07,20-29,19.51,11.78,0.0
Hong Kong,2021-06-07,30-39,28.64,20.54,0.0
Hong Kong,2021-06-07,40-49,34.99,25.53,0.0
Hong Kong,2021-06-07,50-59,28.3,20.36,0.0
Hong Kong,2021-06-07,60-69,20.6,16.14,0.0
Hong Kong,2021-06-07,70-79,13.16,10.77,0.0
Hong Kong,2021-06-07,80+,4.3,3.58,0.0
Hong Kong,2021-06-08,0-19,2.29,1.12,0.0
Hong Kong,2021-06-08,20-29,19.89,11.96,0.0
Hong Kong,2021-06-08,30-39,29.07,20.73,0.0
Hong Kong,2021-06-08,40-49,35.52,25.76,0.0
Hong Kong,2021-06-08,50-59,28.83,20.54,0.0
Hong Kong,2021-06-08,60-69,20.97,16.24,0.0
Hong Kong,2021-06-08,70-79,13.38,10.82,0.0
Hong Kong,2021-06-08,80+,4.36,3.59,0.0
Hong Kong,2021-06-09,0-19,2.35,1.15,0.0
Hong Kong,2021-06-09,20-29,20.23,12.11,0.0
Hong Kong,2021-06-09,30-39,29.48,20.89,0.0
Hong Kong,2021-06-09,40-49,36.04,25.96,0.0
Hong Kong,2021-06-09,50-59,29.32,20.69,0.0
Hong Kong,2021-06-09,60-69,21.29,16.32,0.0
Hong Kong,2021-06-09,70-79,13.57,10.86,0.0
Hong Kong,2021-06-09,80+,4.4,3.6,0.0
Hong Kong,2021-06-10,0-19,2.41,1.17,0.0
Hong Kong,2021-06-10,20-29,20.64,12.3,0.0
Hong Kong,2021-06-10,30-39,29.96,21.09,0.0
Hong Kong,2021-06-10,40-49,36.61,26.18,0.0
Hong Kong,2021-06-10,50-59,29.89,20.86,0.0
Hong Kong,2021-06-10,60-69,21.64,16.42,0.0
Hong Kong,2021-06-10,70-79,13.77,10.91,0.0
Hong Kong,2021-06-10,80+,4.46,3.62,0.0
Hong Kong,2021-06-11,0-19,2.48,1.22,0.0
Hong Kong,2021-06-11,20-29,21.1,12.57,0.0
Hong Kong,2021-06-11,30-39,30.56,21.39,0.0
Hong Kong,2021-06-11,40-49,37.4,26.54,0.0
Hong Kong,2021-06-11,50-59,30.63,21.12,0.0
Hong Kong,2021-06-11,60-69,22.08,16.54,0.0
Hong Kong,2021-06-11,70-79,14.0,10.97,0.0
Hong Kong,2021-06-11,80+,4.52,3.63,0.0
Hong Kong,2021-06-12,0-19,2.56,1.28,0.0
Hong Kong,2021-06-12,20-29,21.66,12.95,0.0
Hong Kong,2021-06-12,30-39,31.22,21.78,0.0
Hong Kong,2021-06-12,40-49,38.2,26.95,0.0
Hong Kong,2021-06-12,50-59,31.37,21.42,0.0
Hong Kong,2021-06-12,60-69,22.47,16.65,0.0
Hong Kong,2021-06-12,70-79,14.16,11.03,0.0
Hong Kong,2021-06-12,80+,4.55,3.65,0.0
Hong Kong,2021-06-13,0-19,2.64,1.32,0.0
Hong Kong,2021-06-13,20-29,22.19,13.23,0.0
Hong Kong,2021-06-13,30-39,31.82,22.06,0.0
Hong Kong,2021-06-13,40-49,38.88,27.23,0.0
Hong Kong,2021-06-13,50-59,31.94,21.61,0.0
Hong Kong,2021-06-13,60-69,22.74,16.73,0.0
Hong Kong,2021-06-13,70-79,14.26,11.06,0.0
Hong Kong,2021-06-13,80+,4.57,3.66,0.0
Hong Kong,2021-06-14,0-19,2.86,1.34,0.0
Hong Kong,2021-06-14,20-29,22.61,13.39,0.0
Hong Kong,2021-06-14,30-39,32.22,22.2,0.0
Hong Kong,2021-06-14,40-49,39.31,27.37,0.0
Hong Kong,2021-06-14,50-59,32.32,21.72,0.0
Hong Kong,2021-06-14,60-69,22.97,16.78,0.0
Hong Kong,2021-06-14,70-79,14.4,11.09,0.0
Hong Kong,2021-06-14,80+,4.61,3.66,0.0
Hong Kong,2021-06-15,0-19,2.96,1.38,0.0
Hong Kong,2021-06-15,20-29,23.02,13.61,0.0
Hong Kong,2021-06-15,30-39,32.69,22.44,0.0
Hong Kong,2021-06-15,40-49,39.87,27.63,0.0
Hong Kong,2021-06-15,50-59,32.89,21.94,0.0
Hong Kong,2021-06-15,60-69,23.37,16.91,0.0
Hong Kong,2021-06-15,70-79,14.66,11.16,0.0
Hong Kong,2021-06-15,80+,4.67,3.68,0.0
Hong Kong,2021-06-16,0-19,3.05,1.41,0.0
Hong Kong,2021-06-16,20-29,23.4,13.78,0.0
Hong Kong,2021-06-16,30-39,33.12,22.59,0.0
Hong Kong,2021-06-16,40-49,40.4,27.8,0.0
Hong Kong,2021-06-16,50-59,33.41,22.09,0.0
Hong Kong,2021-06-16,60-69,23.76,16.99,0.0
Hong Kong,2021-06-16,70-79,14.9,11.2,0.0
Hong Kong,2021-06-16,80+,4.74,3.69,0.0
Hong Kong,2021-06-17,0-19,3.15,1.43,0.0
Hong Kong,2021-06-17,20-29,23.82,13.96,0.0
Hong Kong,2021-06-17,30-39,33.59,22.76,0.0
Hong Kong,2021-06-17,40-49,40.98,28.01,0.0
Hong Kong,2021-06-17,50-59,34.0,22.27,0.0
Hong Kong,2021-06-17,60-69,24.15,17.08,0.0
Hong Kong,2021-06-17,70-79,15.14,11.26,0.0
Hong Kong,2021-06-17,80+,4.8,3.71,0.0
Hong Kong,2021-06-18,0-19,3.31,1.47,0.0
Hong Kong,2021-06-18,20-29,24.28,14.2,0.0
Hong Kong,2021-06-18,30-39,34.2,23.03,0.0
Hong Kong,2021-06-18,40-49,41.74,28.33,0.0
Hong Kong,2021-06-18,50-59,34.7,22.53,0.0
Hong Kong,2021-06-18,60-69,24.57,17.23,0.0
Hong Kong,2021-06-18,70-79,15.38,11.33,0.0
Hong Kong,2021-06-18,80+,4.86,3.73,0.0
Hong Kong,2021-06-19,0-19,3.51,1.53,0.0
Hong Kong,2021-06-19,20-29,24.79,14.59,0.0
Hong Kong,2021-06-19,30-39,34.75,23.38,0.0
Hong Kong,2021-06-19,40-49,42.43,28.73,0.0
Hong Kong,2021-06-19,50-59,35.33,22.86,0.0
Hong Kong,2021-06-19,60-69,24.93,17.38,0.0
Hong Kong,2021-06-19,70-79,15.56,11.4,0.0
Hong Kong,2021-06-19,80+,4.91,3.75,0.0
Hong Kong,2021-06-20,0-19,3.67,1.58,0.0
Hong Kong,2021-06-20,20-29,25.27,14.92,0.0
Hong Kong,2021-06-20,30-39,35.19,23.66,0.0
Hong Kong,2021-06-20,40-49,42.91,29.03,0.0
Hong Kong,2021-06-20,50-59,35.74,23.09,0.0
Hong Kong,2021-06-20,60-69,25.14,17.47,0.0
Hong Kong,2021-06-20,70-79,15.65,11.44,0.0
Hong Kong,2021-06-20,80+,4.93,3.76,0.0
Hong Kong,2021-06-21,0-19,3.8,1.62,0.0
Hong Kong,2021-06-21,20-29,25.74,15.21,0.0
Hong Kong,2021-06-21,30-39,35.69,23.96,0.0
Hong Kong,2021-06-21,40-49,43.49,29.36,0.0
Hong Kong,2021-06-21,50-59,36.31,23.36,0.0
Hong Kong,2021-06-21,60-69,25.55,17.62,0.0
Hong Kong,2021-06-21,70-79,15.89,11.53,0.0
Hong Kong,2021-06-21,80+,5.0,3.78,0.0
Hong Kong,2021-06-22,0-19,3.92,1.66,0.0
Hong Kong,2021-06-22,20-29,26.1,15.44,0.0
Hong Kong,2021-06-22,30-39,36.11,24.18,0.0
Hong Kong,2021-06-22,40-49,44.0,29.63,0.0
Hong Kong,2021-06-22,50-59,36.86,23.61,0.0
Hong Kong,2021-06-22,60-69,25.97,17.78,0.0
Hong Kong,2021-06-22,70-79,16.15,11.63,0.0
Hong Kong,2021-06-22,80+,5.06,3.8,0.0
Hong Kong,2021-06-23,0-19,4.06,1.7,0.0
Hong Kong,2021-06-23,20-29,26.51,15.67,0.0
Hong Kong,2021-06-23,30-39,36.53,24.4,0.0
Hong Kong,2021-06-23,40-49,44.51,29.9,0.0
Hong Kong,2021-06-23,50-59,37.39,23.86,0.0
Hong Kong,2021-06-23,60-69,26.35,17.94,0.0
Hong Kong,2021-06-23,70-79,16.37,11.72,0.0
Hong Kong,2021-06-23,80+,5.12,3.82,0.0
Hong Kong,2021-06-24,0-19,4.19,1.74,0.0
Hong Kong,2021-06-24,20-29,27.0,15.94,0.0
Hong Kong,2021-06-24,30-39,37.04,24.69,0.0
Hong Kong,2021-06-24,40-49,45.09,30.23,0.0
Hong Kong,2021-06-24,50-59,37.97,24.15,0.0
Hong Kong,2021-06-24,60-69,26.72,18.12,0.0
Hong Kong,2021-06-24,70-79,16.6,11.83,0.0
Hong Kong,2021-06-24,80+,5.18,3.85,0.0
Hong Kong,2021-06-25,0-19,4.39,1.79,0.0
Hong Kong,2021-06-25,20-29,27.46,16.3,0.0
Hong Kong,2021-06-25,30-39,37.6,25.09,0.0
Hong Kong,2021-06-25,40-49,45.81,30.72,0.0
Hong Kong,2021-06-25,50-59,38.67,24.58,0.0
Hong Kong,2021-06-25,60-69,27.17,18.37,0.0
Hong Kong,2021-06-25,70-79,16.85,11.96,0.0
Hong Kong,2021-06-25,80+,5.24,3.89,0.0
Hong Kong,2021-06-26,0-19,4.6,1.88,0.0
Hong Kong,2021-06-26,20-29,27.94,16.82,0.0
Hong Kong,2021-06-26,30-39,38.1,25.63,0.0
Hong Kong,2021-06-26,40-49,46.4,31.34,0.0
Hong Kong,2021-06-26,50-59,39.23,25.1,0.0
Hong Kong,2021-06-26,60-69,27.5,18.63,0.0
Hong Kong,2021-06-26,70-79,17.02,12.08,0.0
Hong Kong,2021-06-26,80+,5.29,3.92,0.0
Hong Kong,2021-06-27,0-19,4.84,1.94,0.0
Hong Kong,2021-06-27,20-29,28.48,17.29,0.0
Hong Kong,2021-06-27,30-39,38.59,26.09,0.0
Hong Kong,2021-06-27,40-49,46.92,31.83,0.0
Hong Kong,2021-06-27,50-59,39.68,25.48,0.0
Hong Kong,2021-06-27,60-69,27.75,18.82,0.0
Hong Kong,2021-06-27,70-79,17.12,12.15,0.0
Hong Kong,2021-06-27,80+,5.32,3.94,0.0
Hong Kong,2021-06-28,0-19,4.98,1.99,0.0
Hong Kong,2021-06-28,20-29,28.96,17.66,0.0
Hong Kong,2021-06-28,30-39,39.06,26.48,0.0
Hong Kong,2021-06-28,40-49,47.44,32.3,0.0
Hong Kong,2021-06-28,50-59,40.24,25.9,0.0
Hong Kong,2021-06-28,60-69,28.15,19.09,0.0
Hong Kong,2021-06-28,70-79,17.34,12.29,0.0
Hong Kong,2021-06-28,80+,5.38,3.97,0.0
Hong Kong,2021-06-29,0-19,5.14,2.04,0.0
Hong Kong,2021-06-29,20-29,29.47,18.02,0.0
Hong Kong,2021-06-29,30-39,39.58,26.9,0.0
Hong Kong,2021-06-29,40-49,48.04,32.79,0.0
Hong Kong,2021-06-29,50-59,40.87,26.33,0.0
Hong Kong,2021-06-29,60-69,28.6,19.39,0.0
Hong Kong,2021-06-29,70-79,17.6,12.46,0.0
Hong Kong,2021-06-29,80+,5.45,4.02,0.0
Hong Kong,2021-06-30,0-19,5.36,2.09,0.0
Hong Kong,2021-06-30,20-29,30.02,18.37,0.0
Hong Kong,2021-06-30,30-39,40.19,27.33,0.0
Hong Kong,2021-06-30,40-49,48.74,33.29,0.0
Hong Kong,2021-06-30,50-59,41.57,26.78,0.0
Hong Kong,2021-06-30,60-69,29.03,19.68,0.0
Hong Kong,2021-06-30,70-79,17.83,12.62,0.0
Hong Kong,2021-06-30,80+,5.52,4.06,0.0
Hong Kong,2021-07-01,0-19,5.64,2.13,0.0
Hong Kong,2021-07-01,20-29,30.66,18.65,0.0
Hong Kong,2021-07-01,30-39,40.77,27.61,0.0
Hong Kong,2021-07-01,40-49,49.33,33.6,0.0
Hong Kong,2021-07-01,50-59,42.11,27.04,0.0
Hong Kong,2021-07-01,60-69,29.34,19.84,0.0
Hong Kong,2021-07-01,70-79,17.98,12.71,0.0
Hong Kong,2021-07-01,80+,5.56,4.09,0.0
Hong Kong,2021-07-02,0-19,5.94,2.2,0.0
Hong Kong,2021-07-02,20-29,31.17,19.13,0.0
Hong Kong,2021-07-02,30-39,41.3,28.23,0.0
Hong Kong,2021-07-02,40-49,49.95,34.36,0.0
Hong Kong,2021-07-02,50-59,42.73,27.77,0.0
Hong Kong,2021-07-02,60-69,29.76,20.28,0.0
Hong Kong,2021-07-02,70-79,18.22,12.95,0.0
Hong Kong,2021-07-02,80+,5.63,4.15,0.0
Hong Kong,2021-07-03,0-19,6.13,2.29,0.0
Hong Kong,2021-07-03,20-29,31.63,19.71,0.0
Hong Kong,2021-07-03,30-39,41.75,28.88,0.0
Hong Kong,2021-07-03,40-49,50.45,35.12,0.0
Hong Kong,2021-07-03,50-59,43.22,28.43,0.0
Hong Kong,2021-07-03,60-69,30.08,20.64,0.0
Hong Kong,2021-07-03,70-79,18.37,13.1,0.0
Hong Kong,2021-07-03,80+,5.68,4.19,0.0
Hong Kong,2021-07-04,0-19,6.39,2.36,0.0
Hong Kong,2021-07-04,20-29,32.19,20.21,0.0
Hong Kong,2021-07-04,30-39,42.22,29.41,0.0
Hong Kong,2021-07-04,40-49,50.93,35.7,0.0
Hong Kong,2021-07-04,50-59,43.63,28.9,0.0
Hong Kong,2021-07-04,60-69,30.32,20.87,0.0
Hong Kong,2021-07-04,70-79,18.48,13.18,0.0
Hong Kong,2021-07-04,80+,5.71,4.21,0.0
Hong Kong,2021-07-05,0-19,6.63,2.53,0.0
Hong Kong,2021-07-05,20-29,32.81,20.63,0.0
Hong Kong,2021-07-05,30-39,42.77,29.85,0.0
Hong Kong,2021-07-05,40-49,51.53,36.24,0.0
Hong Kong,2021-07-05,50-59,44.27,29.42,0.0
Hong Kong,2021-07-05,60-69,30.83,21.23,0.0
Hong Kong,2021-07-05,70-79,18.8,13.39,0.0
Hong Kong,2021-07-05,80+,5.8,4.26,0.0
Hong Kong,2021-07-06,0-19,6.89,2.62,0.0
Hong Kong,2021-07-06,20-29,33.34,20.98,0.0
Hong Kong,2021-07-06,30-39,43.27,30.26,0.0
Hong Kong,2021-07-06,40-49,52.08,36.76,0.0
Hong Kong,2021-07-06,50-59,44.86,29.93,0.0
Hong Kong,2021-07-06,60-69,31.32,21.6,0.0
Hong Kong,2021-07-06,70-79,19.12,13.62,0.0
Hong Kong,2021-07-06,80+,5.88,4.32,0.0
Hong Kong,2021-07-07,0-19,7.18,2.7,0.0
Hong Kong,2021-07-07,20-29,33.9,21.32,0.0
Hong Kong,2021-07-07,30-39,43.75,30.65,0.0
Hong Kong,2021-07-07,40-49,52.61,37.24,0.0
Hong Kong,2021-07-07,50-59,45.43,30.4,0.0
Hong Kong,2021-07-07,60-69,31.78,21.92,0.0
Hong Kong,2021-07-07,70-79,19.39,13.82,0.0
Hong Kong,2021-07-07,80+,5.94,4.37,0.0
Hong Kong,2021-07-08,0-19,7.42,2.78,0.0
Hong Kong,2021-07-08,20-29,34.51,21.73,0.0
Hong Kong,2021-07-08,30-39,44.32,31.13,0.0
Hong Kong,2021-07-08,40-49,53.21,37.83,0.0
Hong Kong,2021-07-08,50-59,46.05,30.96,0.0
Hong Kong,2021-07-08,60-69,32.22,22.28,0.0
Hong Kong,2021-07-08,70-79,19.66,14.03,0.0
Hong Kong,2021-07-08,80+,6.02,4.43,0.0
Hong Kong,2021-07-09,0-19,7.66,2.92,0.0
Hong Kong,2021-07-09,20-29,35.0,22.21,0.0
Hong Kong,2021-07-09,30-39,44.85,31.77,0.0
Hong Kong,2021-07-09,40-49,53.8,38.66,0.0
Hong Kong,2021-07-09,50-59,46.64,31.71,0.0
Hong Kong,2021-07-09,60-69,32.63,22.73,0.0
Hong Kong,2021-07-09,70-79,19.89,14.28,0.0
Hong Kong,2021-07-09,80+,6.09,4.48,0.0
Hong Kong,2021-07-10,0-19,7.81,3.13,0.0
Hong Kong,2021-07-10,20-29,35.42,22.88,0.0
Hong Kong,2021-07-10,30-39,45.24,32.46,0.0
Hong Kong,2021-07-10,40-49,54.23,39.53,0.0
Hong Kong,2021-07-10,50-59,47.06,32.48,0.0
Hong Kong,2021-07-10,60-69,32.91,23.15,0.0
Hong Kong,2021-07-10,70-79,20.02,14.47,0.0
Hong Kong,2021-07-10,80+,6.12,4.52,0.0
Hong Kong,2021-07-11,0-19,8.06,3.3,0.0
Hong Kong,2021-07-11,20-29,35.99,23.4,0.0
Hong Kong,2021-07-11,30-39,45.7,32.99,0.0
Hong Kong,2021-07-11,40-49,54.7,40.13,0.0
Hong Kong,2021-07-11,50-59,47.46,33.0,0.0
Hong Kong,2021-07-11,60-69,33.14,23.38,0.0
Hong Kong,2021-07-11,70-79,20.13,14.56,0.0
Hong Kong,2021-07-11,80+,6.15,4.54,0.0
Hong Kong,2021-07-12,0-19,8.38,3.43,0.0
Hong Kong,2021-07-12,20-29,36.61,23.83,0.0
Hong Kong,2021-07-12,30-39,46.22,33.43,0.0
Hong Kong,2021-07-12,40-49,55.29,40.59,0.0
Hong Kong,2021-07-12,50-59,48.08,33.43,0.0
Hong Kong,2021-07-12,60-69,33.66,23.68,0.0
Hong Kong,2021-07-12,70-79,20.47,14.73,0.0
Hong Kong,2021-07-12,80+,6.25,4.59,0.0
Hong Kong,2021-07-13,0-19,8.74,3.54,0.0
Hong Kong,2021-07-13,20-29,37.21,24.16,0.0
Hong Kong,2021-07-13,30-39,46.74,33.8,0.0
Hong Kong,2021-07-13,40-49,55.84,41.04,0.0
Hong Kong,2021-07-13,50-59,48.66,33.9,0.0
Hong Kong,2021-07-13,60-69,34.15,24.01,0.0
Hong Kong,2021-07-13,70-79,20.8,14.94,0.0
Hong Kong,2021-07-13,80+,6.34,4.65,0.0
Hong Kong,2021-07-14,0-19,9.1,3.65,0.0
Hong Kong,2021-07-14,20-29,37.83,24.52,0.0
Hong Kong,2021-07-14,30-39,47.24,34.18,0.0
Hong Kong,2021-07-14,40-49,56.37,41.49,0.0
Hong Kong,2021-07-14,50-59,49.19,34.32,0.0
Hong Kong,2021-07-14,60-69,34.57,24.32,0.0
Hong Kong,2021-07-14,70-79,21.06,15.14,0.0
Hong Kong,2021-07-14,80+,6.42,4.7,0.0
Hong Kong,2021-07-15,0-19,9.35,3.77,0.0
Hong Kong,2021-07-15,20-29,38.44,24.95,0.0
Hong Kong,2021-07-15,30-39,47.77,34.68,0.0
Hong Kong,2021-07-15,40-49,56.91,42.08,0.0
Hong Kong,2021-07-15,50-59,49.75,34.93,0.0
Hong Kong,2021-07-15,60-69,34.98,24.71,0.0
Hong Kong,2021-07-15,70-79,21.31,15.4,0.0
Hong Kong,2021-07-15,80+,6.49,4.77,0.0
Hong Kong,2021-07-16,0-19,9.64,3.95,0.0
Hong Kong,2021-07-16,20-29,38.9,25.44,0.0
Hong Kong,2021-07-16,30-39,48.29,35.29,0.0
Hong Kong,2021-07-16,40-49,57.48,42.83,0.0
Hong Kong,2021-07-16,50-59,50.31,35.65,0.0
Hong Kong,2021-07-16,60-69,35.37,25.16,0.0
Hong Kong,2021-07-16,70-79,21.54,15.64,0.0
Hong Kong,2021-07-16,80+,6.55,4.83,0.0
Hong Kong,2021-07-17,0-19,9.8,4.19,0.0
Hong Kong,2021-07-17,20-29,39.37,26.02,0.0
Hong Kong,2021-07-17,30-39,48.75,35.9,0.0
Hong Kong,2021-07-17,40-49,57.97,43.57,0.0
Hong Kong,2021-07-17,50-59,50.78,36.34,0.0
Hong Kong,2021-07-17,60-69,35.68,25.56,0.0
Hong Kong,2021-07-17,70-79,21.69,15.84,0.0
Hong Kong,2021-07-17,80+,6.61,4.88,0.0
Hong Kong,2021-07-18,0-19,10.04,4.41,0.0
Hong Kong,2021-07-18,20-29,39.93,26.55,0.0
Hong Kong,2021-07-18,30-39,49.23,36.41,0.0
Hong Kong,2021-07-18,40-49,58.44,44.13,0.0
Hong Kong,2021-07-18,50-59,51.18,36.83,0.0
Hong Kong,2021-07-18,60-69,35.93,25.82,0.0
Hong Kong,2021-07-18,70-79,21.82,15.95,0.0
Hong Kong,2021-07-18,80+,6.64,4.91,0.0
Hong Kong,2021-07-19,0-19,10.4,4.56,0.0
Hong Kong,2021-07-19,20-29,40.57,26.99,0.0
Hong Kong,2021-07-19,30-39,49.76,36.86,0.0
Hong Kong,2021-07-19,40-49,59.01,44.66,0.0
Hong Kong,2021-07-19,50-59,51.75,37.37,0.0
Hong Kong,2021-07-19,60-69,36.42,26.22,0.0
Hong Kong,2021-07-19,70-79,22.13,16.18,0.0
Hong Kong,2021-07-19,80+,6.73,4.97,0.0
Hong Kong,2021-07-20,0-19,10.76,4.69,0.0
Hong Kong,2021-07-20,20-29,41.17,27.37,0.0
Hong Kong,2021-07-20,30-39,50.26,37.26,0.0
Hong Kong,2021-07-20,40-49,59.53,45.15,0.0
Hong Kong,2021-07-20,50-59,52.31,37.9,0.0
Hong Kong,2021-07-20,60-69,36.88,26.61,0.0
Hong Kong,2021-07-20,70-79,22.44,16.43,0.0
Hong Kong,2021-07-20,80+,6.81,5.03,0.0
Hong Kong,2021-07-21,0-19,11.1,4.86,0.0
Hong Kong,2021-07-21,20-29,41.83,27.76,0.0
Hong Kong,2021-07-21,30-39,50.78,37.65,0.0
Hong Kong,2021-07-21,40-49,60.06,45.63,0.0
Hong Kong,2021-07-21,50-59,52.83,38.39,0.0
Hong Kong,2021-07-21,60-69,37.33,26.97,0.0
Hong Kong,2021-07-21,70-79,22.73,16.63,0.0
Hong Kong,2021-07-21,80+,6.89,5.08,0.0
Hong Kong,2021-07-22,0-19,11.34,5.02,0.0
Hong Kong,2021-07-22,20-29,42.48,28.27,0.0
Hong Kong,2021-07-22,30-39,51.34,38.17,0.0
Hong Kong,2021-07-22,40-49,60.6,46.21,0.0
Hong Kong,2021-07-22,50-59,53.37,38.98,0.0
Hong Kong,2021-07-22,60-69,37.72,27.33,0.0
Hong Kong,2021-07-22,70-79,22.98,16.86,0.0
Hong Kong,2021-07-22,80+,6.96,5.14,0.0
Hong Kong,2021-07-23,0-19,11.49,5.33,0.0
Hong Kong,2021-07-23,20-29,42.9,28.86,0.0
Hong Kong,2021-07-23,30-39,51.78,38.88,0.0
Hong Kong,2021-07-23,40-49,61.07,47.08,0.0
Hong Kong,2021-07-23,50-59,53.85,39.81,0.0
Hong Kong,2021-07-23,60-69,38.09,27.85,0.0
Hong Kong,2021-07-23,70-79,23.19,17.13,0.0
Hong Kong,2021-07-23,80+,7.03,5.22,0.0
Hong Kong,2021-07-24,0-19,11.61,5.6,0.0
Hong Kong,2021-07-24,20-29,43.33,29.58,0.0
Hong Kong,2021-07-24,30-39,52.19,39.59,0.0
Hong Kong,2021-07-24,40-49,61.52,47.86,0.0
Hong Kong,2021-07-24,50-59,54.27,40.53,0.0
Hong Kong,2021-07-24,60-69,38.39,28.27,0.0
Hong Kong,2021-07-24,70-79,23.35,17.32,0.0
Hong Kong,2021-07-24,80+,7.08,5.27,0.0
Hong Kong,2021-07-25,0-19,11.82,5.87,0.0
Hong Kong,2021-07-25,20-29,43.87,30.2,0.0
Hong Kong,2021-07-25,30-39,52.67,40.15,0.0
Hong Kong,2021-07-25,40-49,61.97,48.42,0.0
Hong Kong,2021-07-25,50-59,54.65,41.02,0.0
Hong Kong,2021-07-25,60-69,38.63,28.54,0.0
Hong Kong,2021-07-25,70-79,23.46,17.43,0.0
Hong Kong,2021-07-25,80+,7.11,5.31,0.0
Hong Kong,2021-07-26,0-19,12.08,6.11,0.0
Hong Kong,2021-07-26,20-29,44.49,30.77,0.0
Hong Kong,2021-07-26,30-39,53.16,40.67,0.0
Hong Kong,2021-07-26,40-49,62.47,48.98,0.0
Hong Kong,2021-07-26,50-59,55.19,41.62,0.0
Hong Kong,2021-07-26,60-69,39.08,28.97,0.0
Hong Kong,2021-07-26,70-79,23.76,17.7,0.0
Hong Kong,2021-07-26,80+,7.22,5.37,0.0
Hong Kong,2021-07-27,0-19,12.4,6.34,0.0
Hong Kong,2021-07-27,20-29,45.14,31.23,0.0
Hong Kong,2021-07-27,30-39,53.69,41.12,0.0
Hong Kong,2021-07-27,40-49,62.98,49.49,0.0
Hong Kong,2021-07-27,50-59,55.72,42.17,0.0
Hong Kong,2021-07-27,60-69,39.54,29.41,0.0
Hong Kong,2021-07-27,70-79,24.09,17.96,0.0
Hong Kong,2021-07-27,80+,7.32,5.44,0.0
Hong Kong,2021-07-28,0-19,12.66,6.6,0.0
Hong Kong,2021-07-28,20-29,45.76,31.71,0.0
Hong Kong,2021-07-28,30-39,54.21,41.55,0.0
Hong Kong,2021-07-28,40-49,63.49,49.98,0.0
Hong Kong,2021-07-28,50-59,56.23,42.72,0.0
Hong Kong,2021-07-28,60-69,39.97,29.83,0.0
Hong Kong,2021-07-28,70-79,24.37,18.21,0.0
Hong Kong,2021-07-28,80+,7.43,5.5,0.0
Hong Kong,2021-07-29,0-19,12.85,6.8,0.0
Hong Kong,2021-07-29,20-29,46.35,32.27,0.0
Hong Kong,2021-07-29,30-39,54.75,42.07,0.0
Hong Kong,2021-07-29,40-49,63.99,50.51,0.0
Hong Kong,2021-07-29,50-59,56.77,43.23,0.0
Hong Kong,2021-07-29,60-69,40.37,30.15,0.0
Hong Kong,2021-07-29,70-79,24.88,18.4,0.0
Hong Kong,2021-07-29,80+,7.6,5.55,0.0
Hong Kong,2021-07-30,0-19,13.01,7.06,0.0
Hong Kong,2021-07-30,20-29,46.85,32.84,0.0
Hong Kong,2021-07-30,30-39,55.26,42.69,0.0
Hong Kong,2021-07-30,40-49,64.52,51.24,0.0
Hong Kong,2021-07-30,50-59,57.3,43.95,0.0
Hong Kong,2021-07-30,60-69,40.77,30.63,0.0
Hong Kong,2021-07-30,70-79,25.31,18.66,0.0
Hong Kong,2021-07-30,80+,7.77,5.62,0.0
Hong Kong,2021-07-31,0-19,13.2,7.27,0.0
Hong Kong,2021-07-31,20-29,47.39,33.47,0.0
Hong Kong,2021-07-31,30-39,55.77,43.29,0.0
Hong Kong,2021-07-31,40-49,65.01,51.9,0.0
Hong Kong,2021-07-31,50-59,57.78,44.58,0.0
Hong Kong,2021-07-31,60-69,41.11,31.02,0.0
Hong Kong,2021-07-31,70-79,25.67,18.85,0.0
Hong Kong,2021-07-31,80+,7.89,5.67,0.0
Hong Kong,2021-08-01,0-19,13.45,7.51,0.0
Hong Kong,2021-08-01,20-29,48.02,34.02,0.0
Hong Kong,2021-08-01,30-39,56.29,43.77,0.0
Hong Kong,2021-08-01,40-49,65.49,52.39,0.0
Hong Kong,2021-08-01,50-59,58.17,45.01,0.0
Hong Kong,2021-08-01,60-69,41.38,31.27,0.0
Hong Kong,2021-08-01,70-79,25.91,18.97,0.0
Hong Kong,2021-08-01,80+,7.97,5.7,0.0
Hong Kong,2021-08-02,0-19,13.72,7.81,0.0
Hong Kong,2021-08-02,20-29,48.66,34.56,0.0
Hong Kong,2021-08-02,30-39,56.82,44.23,0.0
Hong Kong,2021-08-02,40-49,66.01,52.9,0.0
Hong Kong,2021-08-02,50-59,58.72,45.56,0.0
Hong Kong,2021-08-02,60-69,41.87,31.72,0.0
Hong Kong,2021-08-02,70-79,26.46,19.25,0.0
Hong Kong,2021-08-02,80+,8.17,5.78,0.0
Hong Kong,2021-08-03,0-19,14.02,8.12,0.0
Hong Kong,2021-08-03,20-29,49.31,35.02,0.0
Hong Kong,2021-08-03,30-39,57.37,44.64,0.0
Hong Kong,2021-08-03,40-49,66.56,53.37,0.0
